id_anonyme;sexe;type_vehicule;usage_vehicule;age_vehicule;formule;mois_demande;etat_dossier;tranche_age;tranche_revenus;enfants;anciennete_demande;tranche_tarifs
769;F;Pickup;Commercial;7.0;dev_integral;février;complet;>40 ans;0-20k€;Oui;>90 jours;Confort
770;M;Minivan;Private;14.0;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
771;M;z_SUV;Private;5.0;dev_integral;mai;complet;<25 ans;60k€+;Non;<30 jours;Confort
772;M;Minivan;Commercial;1.0;dev_integral;mai;complet;25-40 ans;40-60k€;Non;<30 jours;Confort
773;F;Minivan;Private;9.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
774;M;Pickup;Commercial;16.0;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
775;M;Van;Commercial;9.0;dev_integral;avril;complet;25-40 ans;40-60k€;Non;30-59 jours;Standard
776;M;z_SUV;Private;16.0;dev_integral;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Confort
777;M;Pickup;Commercial;19.0;dev_integral;mai;complet;>40 ans;40-60k€;Non;<30 jours;Standard
778;M;Pickup;Commercial;4.0;dev_integral;février;complet;>40 ans;40-60k€;Non;>90 jours;Confort
779;F;Panel Truck;Commercial;17.0;dev_integral;février;complet;25-40 ans;60k€+;Non;>90 jours;Confort
780;M;Panel Truck;Commercial;12.0;dev_express;mai;complet;>40 ans;Non renseigné;Oui;<30 jours;Standard
781;F;z_SUV;Commercial;1.0;dev_integral;janvier;complet;25-40 ans;60k€+;Oui;>90 jours;Standard
782;M;Minivan;Private;16.0;dev_premium;janvier;complet;>40 ans;60k€+;Non;>90 jours;Premium
783;F;z_SUV;Private;22.0;dev_integral;janvier;complet;<25 ans;60k€+;Oui;>90 jours;Standard
784;M;Minivan;Private;12.0;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
785;M;Minivan;Private;15.0;dev_premium;janvier;complet;>40 ans;60k€+;Non;>90 jours;Premium
786;M;Pickup;Commercial;11.0;dev_integral;janvier;complet;>40 ans;0-20k€;Non;>90 jours;Confort
787;F;Minivan;Commercial;1.0;dev_premium;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
788;M;Pickup;Private;15.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
789;M;Panel Truck;Commercial;16.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
790;F;Minivan;Private;1.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
791;F;z_SUV;Private;1.0;dev_integral;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Confort
792;M;Pickup;Commercial;17.0;dev_integral;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Standard
793;M;Van;Commercial;13.0;dev_integral;janvier;complet;>40 ans;40-60k€;Oui;>90 jours;Confort
794;M;z_SUV;Commercial;7.0;dev_express;février;complet;>40 ans;Non renseigné;Non;>90 jours;Standard
795;F;z_SUV;Private;10.0;dev_premium;février;complet;>40 ans;0-20k€;Oui;>90 jours;Premium
796;M;Sports Car;Commercial;1.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
797;M;Minivan;Private;12.0;dev_express;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Standard
798;F;z_SUV;Private;9.0;dev_integral;avril;complet;25-40 ans;0-20k€;Non;30-59 jours;Confort
799;F;Minivan;Private;10.0;dev_integral;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Standard
800;M;Pickup;Private;13.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
801;F;Minivan;Private;9.0;dev_express;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Standard
802;F;Minivan;Private;1.0;dev_integral;février;complet;>40 ans;0-20k€;Oui;>90 jours;Confort
803;M;Sports Car;Commercial;8.0;dev_integral;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Standard
804;F;Van;Private;1.0;dev_express;mars;complet;25-40 ans;Non renseigné;Non;60–89 jours;Standard
805;F;Pickup;Private;1.0;dev_integral;mars;complet;<25 ans;0-20k€;Non;60–89 jours;Confort
806;M;z_SUV;Commercial;10.0;dev_premium;février;complet;<25 ans;Non renseigné;Oui;>90 jours;Premium
807;F;z_SUV;Private;16.0;dev_integral;janvier;complet;>40 ans;Non renseigné;Non;>90 jours;Confort
808;M;Panel Truck;Commercial;11.0;dev_express;mai;complet;>40 ans;20-40k€;Non;<30 jours;Standard
809;M;z_SUV;Private;18.0;dev_express;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Standard
810;M;z_SUV;Commercial;5.0;dev_integral;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Confort
811;M;Panel Truck;Commercial;1.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
812;F;Panel Truck;Commercial;15.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
813;F;Minivan;Private;3.0;dev_integral;mars;complet;>40 ans;40-60k€;Oui;60–89 jours;Confort
814;M;Pickup;Private;7.0;dev_integral;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Confort
815;M;z_SUV;Private;5.0;dev_express;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Standard
816;F;Minivan;Private;22.0;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
817;M;Pickup;Commercial;21.0;dev_premium;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Premium
818;M;Van;Commercial;14.0;dev_premium;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Premium
819;F;Pickup;Private;1.0;dev_integral;février;complet;>40 ans;20-40k€;Oui;>90 jours;Standard
820;M;Minivan;Commercial;10.0;dev_integral;avril;complet;>40 ans;0-20k€;Oui;30-59 jours;Confort
821;F;Van;Private;11.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
822;F;z_SUV;Private;1.0;dev_express;janvier;complet;>40 ans;20-40k€;Oui;>90 jours;Standard
823;F;z_SUV;Commercial;7.0;dev_express;janvier;complet;<25 ans;0-20k€;Oui;>90 jours;Standard
824;M;Minivan;Private;15.0;dev_integral;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Confort
825;M;z_SUV;Commercial;1.0;dev_integral;avril;complet;>40 ans;0-20k€;Oui;30-59 jours;Confort
826;M;z_SUV;Private;17.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
827;F;Van;Commercial;8.0;dev_premium;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
828;F;Minivan;Private;15.0;dev_express;février;complet;<25 ans;Non renseigné;Non;>90 jours;Standard
829;F;Minivan;Private;1.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
830;M;Van;Commercial;10.0;dev_express;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Standard
831;F;Minivan;Private;1.0;dev_integral;février;complet;<25 ans;20-40k€;Non;>90 jours;Standard
832;M;z_SUV;Private;7.0;dev_integral;avril;complet;>40 ans;60k€+;Oui;30-59 jours;Standard
833;F;Pickup;Commercial;;dev_express;mai;complet;25-40 ans;20-40k€;Non;<30 jours;Standard
834;F;z_SUV;Private;1.0;dev_integral;janvier;complet;<25 ans;0-20k€;Non;>90 jours;Confort
835;M;z_SUV;Private;7.0;dev_express;mai;complet;25-40 ans;Non renseigné;Non;<30 jours;Standard
836;M;z_SUV;Private;1.0;dev_premium;mai;complet;<25 ans;0-20k€;Non;<30 jours;Premium
837;F;Van;Commercial;17.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
838;M;z_SUV;Private;18.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
839;M;Pickup;Private;9.0;dev_premium;février;complet;<25 ans;60k€+;Non;>90 jours;Premium
840;F;Van;Commercial;1.0;dev_premium;mai;complet;>40 ans;60k€+;Non;<30 jours;Premium
841;F;z_SUV;Private;1.0;dev_vip;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Premium
842;F;Panel Truck;Commercial;10.0;dev_express;avril;complet;<25 ans;60k€+;Non;30-59 jours;Standard
843;M;Minivan;Private;4.0;dev_integral;mai;complet;<25 ans;20-40k€;Non;<30 jours;Confort
844;F;Panel Truck;Commercial;6.0;dev_integral;mai;complet;>40 ans;20-40k€;Oui;<30 jours;Standard
845;F;Pickup;Commercial;7.0;dev_integral;mars;complet;25-40 ans;60k€+;Oui;60–89 jours;Standard
846;F;Panel Truck;Commercial;12.0;dev_integral;mai;complet;25-40 ans;60k€+;Non;<30 jours;Confort
847;M;Van;Private;6.0;dev_express;mai;complet;>40 ans;20-40k€;Non;<30 jours;Standard
848;F;z_SUV;Private;13.0;dev_premium;mai;complet;>40 ans;60k€+;Oui;<30 jours;Premium
849;M;Pickup;Commercial;10.0;dev_premium;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Premium
850;F;z_SUV;Private;13.0;dev_premium;mars;complet;25-40 ans;40-60k€;Non;60–89 jours;Premium
851;F;Minivan;Private;17.0;dev_integral;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Confort
852;F;Pickup;Commercial;9.0;dev_premium;janvier;complet;>40 ans;60k€+;Non;>90 jours;Premium
853;F;z_SUV;Commercial;9.0;dev_vip;mars;complet;<25 ans;Non renseigné;Non;60–89 jours;Premium
854;M;Sports Car;Private;12.0;dev_express;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Standard
855;F;Sports Car;Private;6.0;dev_integral;avril;complet;>40 ans;0-20k€;Oui;30-59 jours;Standard
856;F;z_SUV;Private;;dev_premium;février;complet;>40 ans;40-60k€;Non;>90 jours;Premium
857;M;Panel Truck;Commercial;8.0;dev_integral;avril;complet;>40 ans;40-60k€;Oui;30-59 jours;Confort
858;M;z_SUV;Private;6.0;dev_premium;janvier;complet;25-40 ans;60k€+;Oui;>90 jours;Confort
859;F;Panel Truck;Commercial;12.0;dev_express;janvier;complet;25-40 ans;60k€+;Non;>90 jours;Standard
860;M;Van;Commercial;13.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
861;F;z_SUV;Private;1.0;dev_integral;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Confort
862;F;Minivan;Private;15.0;dev_integral;février;complet;>40 ans;20-40k€;Non;>90 jours;Confort
863;M;z_SUV;Private;5.0;dev_express;mai;complet;<25 ans;0-20k€;Oui;<30 jours;Standard
864;M;Pickup;Private;1.0;dev_express;février;complet;>40 ans;20-40k€;Non;>90 jours;Standard
865;F;Minivan;Private;16.0;dev_premium;février;complet;<25 ans;60k€+;Non;>90 jours;Premium
866;M;Pickup;Private;9.0;dev_integral;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Confort
867;M;z_SUV;Private;8.0;dev_express;mai;complet;>40 ans;60k€+;Non;<30 jours;Standard
868;F;z_SUV;Private;;dev_premium;janvier;complet;>40 ans;60k€+;Non;>90 jours;Premium
869;M;Van;Commercial;7.0;dev_integral;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Confort
870;M;Pickup;Commercial;7.0;dev_integral;mars;complet;>40 ans;0-20k€;Non;60–89 jours;Confort
871;F;Minivan;Private;10.0;dev_integral;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Confort
872;M;z_SUV;Commercial;7.0;dev_integral;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Standard
873;M;z_SUV;Commercial;13.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
874;F;z_SUV;Commercial;12.0;dev_express;février;complet;<25 ans;40-60k€;Non;>90 jours;Standard
875;M;Pickup;Commercial;9.0;dev_premium;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Confort
876;F;Minivan;Private;7.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
877;M;Minivan;Private;22.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
878;M;Van;Private;1.0;dev_integral;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Confort
879;F;Sports Car;Private;;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Confort
880;M;Pickup;Commercial;1.0;dev_express;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Standard
881;M;Sports Car;Private;1.0;dev_express;avril;complet;>40 ans;40-60k€;Oui;30-59 jours;Standard
882;M;Pickup;Private;9.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
883;M;Minivan;Commercial;10.0;dev_express;janvier;complet;>40 ans;40-60k€;Non;>90 jours;Standard
884;F;Minivan;Private;9.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
885;F;Minivan;Private;11.0;dev_express;janvier;complet;25-40 ans;60k€+;Non;>90 jours;Standard
886;F;z_SUV;Commercial;1.0;dev_express;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Standard
887;F;Pickup;Commercial;15.0;dev_express;avril;complet;>40 ans;Non renseigné;Non;30-59 jours;Standard
888;M;Pickup;Commercial;7.0;dev_premium;février;complet;>40 ans;0-20k€;Non;>90 jours;Premium
889;F;Minivan;Private;1.0;dev_integral;février;complet;>40 ans;0-20k€;Non;>90 jours;Standard
890;M;Pickup;Private;8.0;dev_express;février;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
891;M;Pickup;Private;9.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
892;F;z_SUV;Private;7.0;dev_express;janvier;complet;25-40 ans;Non renseigné;Non;>90 jours;Standard
893;M;Minivan;Private;14.0;dev_express;mai;complet;>40 ans;40-60k€;Non;<30 jours;Standard
894;M;z_SUV;Commercial;1.0;dev_express;mars;complet;25-40 ans;20-40k€;Non;60–89 jours;Standard
895;F;Panel Truck;Commercial;15.0;dev_express;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Standard
896;F;Minivan;Private;20.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
897;F;Panel Truck;Commercial;13.0;dev_premium;février;complet;<25 ans;60k€+;Oui;>90 jours;Premium
898;M;Sports Car;Private;9.0;dev_integral;janvier;complet;>40 ans;40-60k€;Oui;>90 jours;Confort
899;F;Minivan;Private;19.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
900;M;Sports Car;Private;13.0;dev_premium;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Premium
901;M;Sports Car;Commercial;1.0;dev_integral;janvier;complet;25-40 ans;Non renseigné;Non;>90 jours;Standard
902;F;Sports Car;Private;0.0;dev_express;avril;complet;>40 ans;0-20k€;Oui;30-59 jours;Standard
903;F;z_SUV;Private;1.0;dev_express;mai;complet;25-40 ans;60k€+;Non;<30 jours;Standard
904;F;Minivan;Commercial;10.0;dev_integral;avril;complet;<25 ans;40-60k€;Oui;30-59 jours;Standard
905;M;z_SUV;Private;1.0;dev_express;février;complet;25-40 ans;60k€+;Non;>90 jours;Standard
906;F;Minivan;Private;1.0;dev_vip;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Premium
907;M;Minivan;Private;11.0;dev_express;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Standard
908;F;Pickup;Private;6.0;dev_integral;février;complet;>40 ans;0-20k€;Oui;>90 jours;Confort
909;M;z_SUV;Commercial;8.0;dev_express;février;complet;25-40 ans;0-20k€;Oui;>90 jours;Standard
910;F;Van;Commercial;;dev_integral;janvier;complet;25-40 ans;60k€+;Non;>90 jours;Confort
911;F;Pickup;Private;11.0;dev_express;mai;complet;25-40 ans;60k€+;Oui;<30 jours;Standard
912;M;Pickup;Commercial;1.0;dev_express;février;complet;>40 ans;40-60k€;Oui;>90 jours;Standard
913;F;Pickup;Commercial;1.0;dev_premium;avril;complet;<25 ans;60k€+;Oui;30-59 jours;Premium
914;F;z_SUV;Commercial;8.0;dev_integral;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Confort
915;F;Sports Car;Private;17.0;dev_express;mai;complet;25-40 ans;60k€+;Non;<30 jours;Standard
916;M;z_SUV;Commercial;8.0;dev_express;janvier;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
917;F;Pickup;Commercial;1.0;dev_integral;février;complet;>40 ans;0-20k€;Non;>90 jours;Standard
918;F;Sports Car;Commercial;6.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
919;M;Minivan;Private;9.0;dev_integral;janvier;complet;>40 ans;60k€+;Oui;>90 jours;Confort
920;F;Sports Car;Private;14.0;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Confort
921;M;z_SUV;Commercial;11.0;dev_express;mai;complet;>40 ans;60k€+;Non;<30 jours;Standard
922;M;z_SUV;Private;6.0;dev_integral;février;complet;>40 ans;60k€+;Oui;>90 jours;Standard
923;F;Minivan;Private;;dev_express;mai;complet;>40 ans;0-20k€;Oui;<30 jours;Standard
924;F;Panel Truck;Commercial;7.0;dev_premium;février;complet;>40 ans;60k€+;Oui;>90 jours;Confort
925;F;Minivan;Private;6.0;dev_express;février;complet;<25 ans;20-40k€;Oui;>90 jours;Standard
926;M;z_SUV;Private;1.0;dev_premium;mars;complet;<25 ans;60k€+;Oui;60–89 jours;Premium
927;F;z_SUV;Commercial;7.0;dev_express;mai;complet;>40 ans;0-20k€;Non;<30 jours;Standard
928;F;Sports Car;Private;4.0;dev_integral;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Confort
929;M;z_SUV;Commercial;10.0;dev_integral;avril;complet;<25 ans;0-20k€;Oui;30-59 jours;Confort
930;M;Minivan;Commercial;7.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
931;M;Van;Commercial;12.0;dev_premium;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Confort
932;M;Panel Truck;Commercial;1.0;dev_express;avril;complet;>40 ans;20-40k€;Non;30-59 jours;Standard
933;M;Pickup;Commercial;10.0;dev_integral;mars;complet;<25 ans;60k€+;Non;60–89 jours;Standard
934;F;Panel Truck;Commercial;6.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
935;F;Minivan;Private;;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
936;M;Minivan;Commercial;1.0;dev_express;février;complet;>40 ans;60k€+;Oui;>90 jours;Standard
937;M;Minivan;Commercial;10.0;dev_premium;février;complet;>40 ans;40-60k€;Non;>90 jours;Confort
938;F;Minivan;Private;;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
939;M;Minivan;Private;;dev_integral;mai;complet;25-40 ans;20-40k€;Oui;<30 jours;Standard
940;M;Van;Private;12.0;dev_premium;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Premium
941;M;z_SUV;Commercial;1.0;dev_integral;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
942;F;Panel Truck;Commercial;1.0;dev_premium;février;complet;<25 ans;60k€+;Oui;>90 jours;Premium
943;M;z_SUV;Private;8.0;dev_express;janvier;complet;>40 ans;20-40k€;Oui;>90 jours;Standard
944;F;Pickup;Commercial;;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
945;F;Sports Car;Private;8.0;dev_express;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Standard
946;F;z_SUV;Private;16.0;dev_integral;janvier;complet;<25 ans;60k€+;Non;>90 jours;Confort
947;F;Minivan;Private;8.0;dev_express;mars;complet;<25 ans;Non renseigné;Oui;60–89 jours;Standard
948;M;Minivan;Private;10.0;dev_premium;avril;complet;25-40 ans;60k€+;Non;30-59 jours;Premium
949;F;Panel Truck;Commercial;13.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Confort
950;M;Minivan;Private;19.0;dev_integral;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
951;M;z_SUV;Private;11.0;dev_premium;mai;complet;>40 ans;60k€+;Oui;<30 jours;Premium
952;F;z_SUV;Private;19.0;dev_express;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Standard
953;M;Sports Car;Private;5.0;dev_integral;mai;complet;25-40 ans;0-20k€;Non;<30 jours;Confort
954;M;Minivan;Private;19.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
955;M;z_SUV;Private;8.0;dev_express;janvier;complet;<25 ans;0-20k€;Oui;>90 jours;Standard
956;M;z_SUV;Private;11.0;dev_vip;avril;complet;25-40 ans;0-20k€;Oui;30-59 jours;Premium
957;F;z_SUV;Private;12.0;dev_integral;avril;complet;>40 ans;Non renseigné;Non;30-59 jours;Confort
958;M;Pickup;Commercial;7.0;dev_premium;février;complet;>40 ans;20-40k€;Oui;>90 jours;Confort
959;F;Panel Truck;Commercial;15.0;dev_express;avril;complet;>40 ans;60k€+;Non;30-59 jours;Standard
960;M;Sports Car;Private;1.0;dev_premium;avril;complet;<25 ans;0-20k€;Oui;30-59 jours;Premium
961;M;Minivan;Commercial;8.0;dev_premium;février;complet;>40 ans;0-20k€;Non;>90 jours;Premium
962;F;Pickup;Commercial;1.0;dev_premium;février;complet;>40 ans;40-60k€;Non;>90 jours;Confort
963;M;z_SUV;Private;15.0;dev_premium;mai;complet;>40 ans;60k€+;Non;<30 jours;Confort
964;F;Minivan;Private;20.0;dev_integral;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Confort
965;F;Minivan;Private;;dev_express;janvier;complet;>40 ans;60k€+;Non;>90 jours;Standard
966;F;Panel Truck;Commercial;12.0;dev_express;mai;complet;<25 ans;60k€+;Non;<30 jours;Standard
967;M;z_SUV;Private;16.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
968;M;Sports Car;Private;;dev_integral;avril;complet;<25 ans;60k€+;Non;30-59 jours;Confort
969;M;Sports Car;Private;1.0;dev_integral;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Standard
970;F;Minivan;Private;22.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
971;M;Minivan;Private;1.0;dev_premium;avril;complet;>40 ans;40-60k€;Non;30-59 jours;Premium
972;F;z_SUV;Private;15.0;dev_premium;février;complet;>40 ans;40-60k€;Non;>90 jours;Premium
973;M;z_SUV;Private;13.0;dev_express;janvier;complet;>40 ans;0-20k€;Non;>90 jours;Standard
974;F;z_SUV;Private;1.0;dev_express;avril;complet;>40 ans;0-20k€;Non;30-59 jours;Standard
975;F;Van;Commercial;18.0;dev_integral;février;complet;>40 ans;60k€+;Non;>90 jours;Confort
976;M;Pickup;Private;1.0;dev_express;avril;complet;<25 ans;20-40k€;Oui;30-59 jours;Standard
977;F;Minivan;Private;17.0;dev_express;février;complet;>40 ans;60k€+;Non;>90 jours;Standard
978;F;Minivan;Private;1.0;dev_integral;mai;complet;>40 ans;20-40k€;Non;<30 jours;Confort
979;F;Pickup;Private;1.0;dev_integral;mars;complet;>40 ans;0-20k€;Oui;60–89 jours;Confort
980;F;Minivan;Private;7.0;dev_integral;avril;complet;25-40 ans;20-40k€;Non;30-59 jours;Confort
981;F;Minivan;Private;13.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
982;M;Minivan;Private;16.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
983;F;Sports Car;Private;10.0;dev_express;mai;complet;>40 ans;60k€+;Non;<30 jours;Standard
984;F;Pickup;Private;21.0;dev_integral;février;complet;<25 ans;60k€+;Oui;>90 jours;Confort
985;M;Panel Truck;Commercial;23.0;dev_express;mars;complet;>40 ans;60k€+;Oui;60–89 jours;Standard
986;F;Panel Truck;Commercial;8.0;dev_premium;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Confort
987;M;Pickup;Commercial;1.0;dev_integral;avril;complet;<25 ans;60k€+;Non;30-59 jours;Confort
988;M;Panel Truck;Commercial;1.0;dev_express;mars;complet;25-40 ans;60k€+;Non;60–89 jours;Standard
989;M;Minivan;Private;17.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
990;F;Pickup;Commercial;1.0;dev_premium;mai;complet;25-40 ans;0-20k€;Oui;<30 jours;Premium
991;M;Sports Car;Commercial;9.0;dev_integral;janvier;complet;<25 ans;20-40k€;Non;>90 jours;Confort
992;F;Pickup;Private;11.0;dev_integral;janvier;complet;<25 ans;20-40k€;Non;>90 jours;Standard
993;F;Minivan;Private;1.0;dev_integral;mars;complet;>40 ans;Non renseigné;Non;60–89 jours;Standard
994;F;Sports Car;Commercial;1.0;dev_integral;janvier;complet;<25 ans;40-60k€;Non;>90 jours;Confort
995;M;Sports Car;Private;1.0;dev_express;janvier;complet;>40 ans;20-40k€;Non;>90 jours;Standard
996;F;Sports Car;Private;15.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
997;M;z_SUV;Private;8.0;dev_integral;avril;complet;25-40 ans;Non renseigné;Oui;30-59 jours;Confort
998;M;Van;Commercial;1.0;dev_integral;avril;complet;>40 ans;60k€+;Non;30-59 jours;Confort
999;M;Pickup;Commercial;16.0;dev_express;mai;complet;>40 ans;60k€+;Non;<30 jours;Standard
1000;M;z_SUV;Private;11.0;dev_express;février;complet;<25 ans;40-60k€;Non;>90 jours;Standard
1001;F;z_SUV;Private;4.0;dev_integral;février;complet;>40 ans;0-20k€;Non;>90 jours;Confort
1002;F;z_SUV;Private;6.0;dev_express;mars;complet;>40 ans;40-60k€;Non;60–89 jours;Standard
1003;F;z_SUV;Private;5.0;dev_integral;avril;complet;>40 ans;Non renseigné;Non;30-59 jours;Confort
1004;M;Minivan;Private;14.0;dev_integral;mai;complet;25-40 ans;40-60k€;Non;<30 jours;Confort
1005;F;z_SUV;Private;;dev_integral;février;complet;25-40 ans;0-20k€;Non;>90 jours;Confort
1006;F;Minivan;Private;4.0;dev_express;mars;complet;<25 ans;0-20k€;Non;60–89 jours;Standard
1007;M;z_SUV;Private;1.0;dev_express;mai;complet;>40 ans;0-20k€;Non;<30 jours;Standard
1008;F;z_SUV;Private;1.0;dev_express;février;complet;>40 ans;0-20k€;Oui;>90 jours;Standard
1009;M;Panel Truck;Commercial;12.0;dev_express;février;complet;>40 ans;40-60k€;Oui;>90 jours;Standard
1010;F;z_SUV;Private;12.0;dev_integral;avril;complet;>40 ans;20-40k€;Oui;30-59 jours;Standard
1011;F;z_SUV;Private;10.0;dev_integral;mars;complet;>40 ans;60k€+;Non;60–89 jours;Confort
1012;M;z_SUV;Private;1.0;dev_express;mars;complet;25-40 ans;40-60k€;Oui;60–89 jours;Standard
1013;F;Pickup;Private;1.0;dev_express;mars;complet;>40 ans;20-40k€;Oui;60–89 jours;Standard
1014;M;Pickup;Commercial;1.0;dev_express;mars;complet;<25 ans;20-40k€;Non;60–89 jours;Standard
1015;M;Minivan;Private;1.0;dev_express;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
1016;M;Minivan;Private;9.0;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Standard
1017;M;Minivan;Private;18.0;dev_express;mars;complet;>40 ans;60k€+;Non;60–89 jours;Standard
1018;M;Minivan;Private;14.0;dev_premium;mars;complet;25-40 ans;60k€+;Oui;60–89 jours;Premium
1019;M;Minivan;Commercial;10.0;dev_express;mars;complet;>40 ans;20-40k€;Non;60–89 jours;Standard
1020;F;Minivan;Private;18.0;dev_premium;janvier;complet;<25 ans;40-60k€;Non;>90 jours;Confort
1021;F;Sports Car;Private;7.0;dev_premium;mai;complet;>40 ans;0-20k€;Non;<30 jours;Premium
1022;F;Sports Car;Private;18.0;dev_premium;janvier;complet;>40 ans;60k€+;Non;>90 jours;Premium
1023;M;Minivan;Private;1.0;dev_express;mai;complet;<25 ans;20-40k€;Non;<30 jours;Standard
1024;M;z_SUV;Private;;dev_integral;mai;complet;>40 ans;60k€+;Oui;<30 jours;Confort
